user_id,total_transactions,anomalous_transactions,max_anomaly_score,avg_anomaly_score,total_spend,avg_transaction_amount,max_transaction_amount,anomaly_rate_pct
U1039,189,3,0.8539981195525181,0.20804598255508966,15062.84,79.69756613756614,1429.77,1.59
U1177,162,8,0.8535291710331918,0.24236935924547479,14970.67,92.41154320987654,1230.1,4.94
U1288,187,7,0.851984882084503,0.16622457374985894,14859.86,79.46449197860963,964.27,3.74
U1100,159,2,0.8515985566310532,0.1665244537461608,14294.93,89.90522012578616,1389.01,1.26
U1248,168,6,0.848576583989991,0.18538969331266636,15250.0,90.77380952380952,1405.45,3.57
U1387,143,1,0.8465247105024326,0.32106781831703546,11699.99,81.81811188811189,1204.85,0.7
U1208,180,3,0.8458403842516373,0.16686103479644684,15758.35,87.54638888888888,1228.15,1.67
U1195,137,8,0.8456154191441414,0.39049113899006604,11468.15,83.70912408759123,1027.14,5.84
U1147,156,5,0.8444092278079065,0.16163825735107143,12998.32,83.3225641025641,1028.17,3.21
U1381,171,7,0.843603500197104,0.20475260335515538,15486.18,90.56245614035087,1304.51,4.09
U1321,161,4,0.843504680669338,0.25530380793611035,15093.95,93.75124223602485,1265.29,2.48
U1376,182,1,0.8425037982063122,0.13002969318066748,14616.57,80.31082417582418,1366.3,0.55
U1136,171,4,0.8409168676553429,0.2557541900265521,16007.32,93.61005847953216,1133.47,2.34
U1286,182,4,0.8396129777783824,0.21941548959570822,16107.28,88.50153846153846,1139.13,2.2
U1385,174,1,0.8390093771031923,0.08589786498426011,14157.289999999999,81.3637356321839,1524.2,0.57
U1156,177,6,0.8385959553111808,0.30290095059338135,16536.43,93.4261581920904,1103.39,3.39
U1273,175,12,0.8382208043395686,0.30045110725027324,16525.27,94.43011428571428,1073.47,6.86
U1209,174,2,0.8378148136986352,0.11297873883433655,14177.85,81.48189655172413,1392.68,1.15
U1202,165,8,0.8363110290209151,0.15090246350852,14065.869999999999,85.24769696969696,1015.8,4.85
U1297,161,2,0.836222098204527,0.1060091034220476,13543.289999999999,84.11981366459626,1607.74,1.24
U1069,154,4,0.8349146581089877,0.2335400952924611,13992.84,90.8625974025974,1314.84,2.6
U1362,158,10,0.8346280776346079,0.31199120854113355,15194.01,96.16462025316456,1140.82,6.33
U1254,147,6,0.8332524212722255,0.34915317033672666,11141.97,75.79571428571428,887.57,4.08
U1260,184,2,0.831591468747946,0.16165837264644825,15439.83,83.9121195652174,1330.13,1.09
U1116,173,11,0.8310291463551208,0.2562274095087133,16052.28,92.78774566473989,1223.91,6.36
U1337,184,3,0.8303423071524357,0.17984022043272033,15804.44,85.89369565217392,1187.02,1.63
U1125,158,2,0.8296485591789692,0.1507535769902432,13697.34,86.6920253164557,1452.52,1.27
U1070,186,4,0.8293554846848861,0.25703678907009003,16435.57,88.36327956989247,1092.29,2.15
U1290,177,4,0.8259310407082615,0.1624366140139165,15046.2,85.00677966101695,1081.38,2.26
U1021,172,5,0.8247074404511201,0.20079212001025046,15706.42,91.3163953488372,1245.92,2.91
U1128,159,7,0.8233029160195614,0.20944018936899542,11682.15,73.47264150943396,628.48,4.4
U1257,178,3,0.8229180874340081,0.18125395664389313,15624.3,87.77696629213483,1300.54,1.69
U1368,168,2,0.8224035239739382,0.1667411076375815,15053.78,89.60583333333334,1272.21,1.19
U1196,167,2,0.8222341073189618,0.16773462357381702,15116.63,90.51874251497006,1336.24,1.2
U1030,169,4,0.8214283648260894,0.16109760590208327,15123.52,89.48828402366864,1146.92,2.37
U1251,180,2,0.8203876218571007,0.16483950711533338,15455.42,85.86344444444444,1248.69,1.11
U1175,193,10,0.8197884838936296,0.3006399298657388,16537.489999999998,85.68647668393781,1050.58,5.18
U1019,205,12,0.8195156174359803,0.38971598507923344,16912.06,82.4978536585366,854.9,5.85
U1201,174,3,0.8184093828477448,0.16559432853967102,15277.82,87.8035632183908,1237.53,1.72
U1313,142,4,0.8172647510004318,0.33262374697245,12855.05,90.52852112676055,907.92,2.82
U1304,140,17,0.8150640082670461,0.5022745686433749,10148.54,72.48957142857144,781.05,12.14
U1068,152,6,0.814780056431628,0.24658596039905256,13373.45,87.98322368421053,898.65,3.95
U1218,178,5,0.8141139510230714,0.25866467560546275,16319.6,91.68314606741573,1030.17,2.81
U1131,156,1,0.8136275631450981,0.15003037053219526,12589.18,80.6998717948718,1291.96,0.64
U1393,185,1,0.8128255206581738,0.1501365126376705,15299.82,82.70172972972973,1222.25,0.54
U1048,159,3,0.8124929644569913,0.12085466687511616,13172.550000000001,82.84622641509435,962.7,1.89
U1336,171,3,0.8121737367931031,0.2323452569286884,15887.92,92.91181286549708,1119.57,1.75
U1316,176,2,0.8120204174741896,0.1565047599441596,15202.32,86.37681818181818,1105.33,1.14
U1182,156,4,0.8113097536653245,0.18311205144766945,13273.56,85.08692307692307,1207.21,2.56
U1335,173,1,0.8109505207789828,0.08913804878494545,13964.61,80.72028901734105,1285.3,0.58
U1185,189,2,0.8095323359467176,0.20072418923382523,15878.5,84.01322751322752,1154.16,1.06
U1119,167,5,0.8087686143559426,0.2266163235220566,15540.01,93.05395209580838,1203.1,2.99
U1325,175,2,0.808491755187418,0.11031355107181312,14620.48,83.5456,1157.24,1.14
U1193,177,1,0.8076317829845538,0.13974084520239868,15193.57,85.83937853107345,1109.81,0.56
U1314,173,2,0.8062235794702663,0.11104090411738637,14945.35,86.3893063583815,1365.13,1.16
U1350,172,6,0.8060309518136676,0.3204940213892143,16263.32,94.55418604651163,908.92,3.49
U1377,165,2,0.805164369079428,0.11964547804199202,13711.15,83.09787878787878,1415.7,1.21
U1062,156,9,0.8033746666262725,0.1743740892915931,13498.99,86.53198717948717,1135.93,5.77
U1057,147,1,0.8020578336705889,0.4124545734380289,10599.62,72.10625850340136,745.41,0.68
U1360,193,7,0.8020124734301964,0.3878010185882082,17475.28,90.54549222797927,828.66,3.63
U1178,181,3,0.7996975589411542,0.14354937600361573,14929.539999999999,82.48364640883977,1219.35,1.66
U1283,162,8,0.7989440939046707,0.14619485161005283,12995.36,80.21827160493828,743.12,4.94
U1109,164,2,0.7979844102330446,0.1225922755421786,13627.23,83.09286585365854,1213.44,1.22
U1053,156,2,0.7974862460187054,0.20180886902005885,13834.37,88.68185897435897,1176.76,1.28
U1085,152,3,0.7969891264070401,0.26478457601439676,13858.78,91.17618421052632,1079.31,1.97
U1296,169,1,0.7948298317159859,0.12680211732465163,14336.57,84.831775147929,1185.63,0.59
U1397,160,3,0.7935751908532125,0.1466709429963419,13782.25,86.1390625,1045.66,1.88
U1143,202,9,0.7921018710522418,0.33327370801229533,16283.97,80.61371287128712,888.55,4.46
U1146,175,2,0.7917512755074526,0.11108924517482223,14847.45,84.84257142857143,932.14,1.14
U1305,142,3,0.788284735263482,0.33985807380722655,11370.43,80.07345070422535,902.02,2.11
U1122,164,1,0.7881277005693145,0.1298630627753403,12456.08,75.95170731707317,1289.66,0.61
U1067,170,3,0.7877359658729799,0.15112937880110255,14894.93,87.61723529411765,1137.66,1.76
U1276,172,5,0.7875868169477478,0.16448546660429914,15006.17,87.24517441860465,879.51,2.91
U1258,169,1,0.7875809967929646,0.10275574341428186,12717.27,75.25011834319527,1190.07,0.59
U1212,166,2,0.7870056828129818,0.23122564706639934,15309.95,92.22861445783133,1100.42,1.2
U1190,172,1,0.7847014133676167,0.13032208120699396,12939.03,75.22691860465116,1272.05,0.58
U1270,160,9,0.7841531430900137,0.1320527275085784,12925.19,80.7824375,878.81,5.62
U1331,179,3,0.7837807655851884,0.2142254233476586,15981.39,89.28150837988827,1037.57,1.68
U1363,156,1,0.7836613039305044,0.17318839482012566,12220.69,78.33775641025642,876.59,0.64
U1250,168,2,0.7835266171552484,0.15033668879487294,15103.33,89.90077380952381,1180.3,1.19
U1237,186,2,0.7835197842480734,0.15453270671657823,15374.95,82.66102150537635,1056.02,1.08
U1001,165,1,0.7825792212521319,0.12212919911046251,12685.94,76.88448484848485,1336.76,0.61
U1049,170,2,0.7816374710881525,0.11480439281330246,13124.17,77.201,1175.67,1.18
U1045,172,2,0.7810863109711259,0.10081212792719757,14466.84,84.10953488372093,1101.24,1.16
U1308,175,11,0.7809679594779373,0.1445141338026111,14857.65,84.90085714285713,843.27,6.29
U1263,153,1,0.7773607315468094,0.17968629635298747,12860.93,84.0583660130719,1085.07,0.65
U1396,171,4,0.7767892552118123,0.13520947343735132,14784.710000000001,86.46029239766082,783.75,2.34
U1323,171,2,0.7766360703864654,0.11641715000206197,12981.86,75.91730994152047,1182.26,1.17
U1249,162,2,0.7753043733899891,0.17318702881228681,14428.1,89.06234567901235,861.68,1.23
U1009,155,1,0.7746028430411624,0.14474983379220502,12910.93,83.29632258064517,1103.84,0.65
U1333,157,2,0.7744630000880207,0.16114316728545805,13521.65,86.12515923566879,1090.98,1.27
U1317,178,2,0.7731524177017975,0.11899847940106621,14745.28,82.83865168539326,1134.75,1.12
U1123,184,3,0.7730093813016836,0.20986423699458182,15761.8,85.66195652173913,969.59,1.63
U1200,147,2,0.771342420968773,0.2827033261974892,11531.42,78.44503401360544,953.44,1.36
U1079,163,3,0.7711483221601868,0.1793996938447594,14415.5,88.43865030674847,1056.11,1.84
U1235,168,2,0.7698402851874491,0.1064828723121278,13769.29,81.96005952380953,1260.06,1.19
U1089,166,2,0.76981455150098,0.1661127607397344,15013.89,90.4451204819277,1049.01,1.2
U1055,152,1,0.7694482066774344,0.1803936959122864,12212.5,80.34539473684211,1072.31,0.66
U1213,165,2,0.7690445109188757,0.21503291361553198,15207.77,92.16830303030304,1078.11,1.21
U1038,169,3,0.7673559073316433,0.07610854663796662,14079.4,83.31005917159763,1166.87,1.78
U1086,175,3,0.7672577027817379,0.1065948807746555,13956.96,79.75405714285714,591.64,1.71
U1256,176,3,0.7672332556853068,0.12030240319156421,14696.31,83.50176136363636,1045.37,1.7
U1054,191,14,0.7660218653415528,0.31283338174774256,16642.78,87.13497382198952,811.04,7.33
U1002,160,1,0.7647639626882287,0.17424008751561385,11863.0,74.14375,1164.42,0.62
U1031,176,3,0.7616290768584402,0.13332098934336484,14962.91,85.01653409090909,1024.33,1.7
U1299,200,8,0.7562148799592334,0.30027350940772374,14904.72,74.5236,992.03,4.0
U1004,161,12,0.7555217919061987,0.3491871595861925,15418.48,95.76695652173913,658.93,7.45
U1072,149,3,0.75514573458483,0.26666589707709415,12959.31,86.97523489932885,928.15,2.01
U1191,184,1,0.7550759220751218,0.16048776473688134,14100.65,76.63396739130435,1049.37,0.54
U1036,154,3,0.753690671577341,0.19293651710537543,12933.76,83.98545454545454,957.78,1.95
U1126,158,4,0.7536516285990265,0.1610577056890307,13721.64,86.84582278481012,835.95,2.53
U1133,166,1,0.7529393527742902,0.13607691525901183,14382.08,86.63903614457831,1067.82,0.6
U1188,159,2,0.751868254238166,0.11466687550704728,13370.79,84.09301886792453,1123.2,1.26
U1287,166,2,0.7497634635916025,0.10414589413285262,14169.05,85.35572289156626,1045.71,1.2
U1117,162,1,0.7496285156847513,0.1190700625670484,13244.61,81.75685185185185,1023.83,0.62
U1372,173,1,0.7489269395598388,0.11282160192932605,13562.68,78.39699421965318,1099.85,0.58
U1081,167,2,0.7487162207855126,0.11096180867989909,14128.8,84.60359281437125,1137.36,1.2
U1032,196,1,0.747915370847364,0.24442979653804714,15815.04,80.68897959183674,828.52,0.51
U1066,190,3,0.7466215105421369,0.2574085986609621,16602.73,87.38278947368421,726.46,1.58
U1307,182,4,0.7458296028519391,0.19875910124444626,15758.67,86.58609890109891,870.13,2.2
U1366,169,1,0.7446212796625703,0.0969174532318252,13760.06,81.42047337278106,1050.35,0.59
U1232,157,1,0.7421621300250247,0.15582325827900506,11929.76,75.98573248407644,963.38,0.64
U1210,172,2,0.7407112238956712,0.10091410838269961,14400.45,83.72354651162792,943.68,1.16
U1042,174,2,0.7402039496192033,0.13512183797799396,14994.4,86.17471264367816,1081.2,1.15
U1216,200,11,0.7392486538567699,0.3409479822393054,16505.51,82.52754999999999,661.34,5.5
U1121,187,3,0.7390103215005644,0.15818112118587505,15129.32,80.90545454545455,939.99,1.6
U1060,183,1,0.7352366358205707,0.1723087404203442,13685.380000000001,74.78349726775957,854.76,0.55
U1253,174,3,0.734005656243072,0.1629360566443665,15180.07,87.2417816091954,999.05,1.72
U1025,162,3,0.733560331712631,0.1905474158995154,14677.78,90.60358024691358,948.45,1.85
U1171,163,2,0.732187055583517,0.2572172924606919,11498.61,70.54361963190185,778.58,1.23
U1164,134,7,0.7314950685627724,0.473262851480356,10403.45,77.63768656716418,507.52,5.22
U1179,149,3,0.7303085580740832,0.25553926054060416,11954.68,80.23275167785235,713.99,2.01
U1346,166,1,0.7300219289468862,0.12995640596767094,14328.57,86.31668674698795,1002.12,0.6
U1061,164,2,0.7295815955582905,0.0878045395454188,13778.68,84.01634146341463,989.6,1.22
U1243,158,2,0.7287053402160529,0.13802437288759858,13523.46,85.59151898734177,985.29,1.27
U1334,177,2,0.7276242818499888,0.1094429388222237,14259.66,80.56305084745763,756.49,1.13
U1113,149,3,0.7273425310723385,0.24679620096729726,11878.11,79.71885906040269,811.87,2.01
U1080,185,5,0.7269681378425342,0.25309461660282817,16366.67,88.46848648648648,705.3,2.7
U1264,174,2,0.7267194260993011,0.10206576337953487,14163.11,81.39718390804597,999.87,1.15
U1003,177,1,0.7264179419971571,0.13237449002315071,14687.78,82.98180790960453,981.93,0.56
U1046,189,2,0.7261042505370777,0.2079282737448303,14823.29,78.43010582010582,784.4,1.06
U1044,162,1,0.7253985023289514,0.12960879290736696,13438.45,82.9533950617284,1039.14,0.62
U1064,185,3,0.7248945520951268,0.18837469933405288,15783.66,85.31708108108108,802.61,1.62
U1379,170,3,0.7244447587593681,0.12616861368024437,14765.31,86.85476470588235,937.22,1.76
U1224,160,9,0.7203222191213516,0.36262036368710715,11089.02,69.306375,573.52,5.62
U1091,169,2,0.7185881439776692,0.09125546302230957,13507.56,79.92639053254437,815.72,1.18
U1087,168,3,0.7185103996183215,0.12380049806643643,14254.07,84.84565476190475,942.11,1.79
U1000,172,1,0.7180658271342887,0.29276831250697516,11708.45,68.07238372093023,678.35,0.58
U1281,176,1,0.7166807431395945,0.11061693567913568,13586.57,77.19642045454545,1026.43,0.57
U1328,171,2,0.715762447948758,0.09807267890873177,13763.85,80.49035087719298,1018.12,1.17
U1099,164,3,0.7156846916788994,0.11449054954453515,13518.83,82.43189024390244,997.47,1.83
U1103,175,1,0.7143660075808014,0.09568814598712194,13917.2,79.52685714285715,871.15,0.57
U1176,169,1,0.7124341127451814,0.12941540724209694,12667.07,74.95307692307692,1027.05,0.59
U1012,170,2,0.7116404610996293,0.14718576677485132,12417.99,73.047,892.36,1.18
U1194,175,1,0.7101950699179993,0.12255973855177604,13469.26,76.9672,916.85,0.57
U1364,176,3,0.7088247416121243,0.15463381954356253,15221.68,86.48681818181818,799.42,1.7
U1155,152,2,0.7087412559776548,0.22476365409294213,12036.8,79.18947368421053,795.12,1.32
U1219,198,1,0.7084657251530939,0.29712470472754965,14364.8,72.54949494949494,707.53,0.51
U1162,190,1,0.7082199135346805,0.18079045031994298,14641.27,77.05931578947369,824.45,0.53
U1168,177,1,0.7080316175617936,0.1439332022922,13239.6,74.8,926.73,0.56
U1341,161,1,0.7070497001578215,0.13958374128098427,12183.1,75.67142857142858,950.05,0.62
U1259,166,4,0.7062525368152706,0.17165873558710623,14628.6,88.12409638554217,803.46,2.41
U1198,160,2,0.7049021285682717,0.1309681117470389,13780.74,86.129625,901.93,1.25
U1285,180,2,0.7038523625115155,0.16220241974799757,14378.38,79.87988888888889,976.74,1.11
U1277,144,2,0.7032631251631342,0.3339499063246483,11266.8,78.24166666666666,621.85,1.39
U1111,170,1,0.7005729529696736,0.10332399633579467,13907.3,81.80764705882352,668.28,0.59
U1380,141,9,0.7002093420815877,0.4376180355623242,10627.99,75.37581560283688,433.65,6.38
U1352,164,3,0.6982229773537777,0.13232866035354623,14026.86,85.52963414634146,934.34,1.83
U1229,158,1,0.6981811962001032,0.13113183905504833,12837.08,81.2473417721519,857.03,0.63
U1154,190,2,0.6981440513159943,0.20164627267358698,15419.36,81.15452631578948,824.87,1.05
U1027,158,2,0.6979306094222202,0.13991962970721844,13304.09,84.20310126582278,778.5,1.27
U1221,170,2,0.6938264057642626,0.11483847004750566,14503.33,85.31370588235293,872.18,1.18
U1166,168,2,0.6922344785567421,0.12049491997297833,14295.67,85.09327380952381,676.01,1.19
U1293,183,1,0.692122425539908,0.13501753197572072,14778.21,80.75524590163934,793.88,0.55
U1102,175,3,0.6914309099453663,0.16683237599216277,15145.5,86.54571428571428,843.63,1.71
U1124,162,4,0.6910369524908325,0.11324184130227405,13578.26,83.81641975308642,841.49,2.47
U1035,200,6,0.6908107568193262,0.2993854815401311,15240.68,76.2034,621.38,3.0
U1014,165,1,0.690447414167997,0.1471381532509342,14760.02,89.45466666666667,841.45,0.61
U1327,152,3,0.689413500601129,0.2090018356005708,12114.960000000001,79.70368421052632,610.85,1.97
U1084,179,1,0.6889986712283657,0.1156029364231484,14366.21,80.258156424581,819.13,0.56
U1158,172,1,0.6883359618577761,0.11038436320685874,13899.7,80.81220930232558,946.27,0.58
U1345,182,2,0.687311779878945,0.17697737741899885,15509.710000000001,85.21818681318682,662.72,1.1
U1034,179,2,0.6866026241070976,0.11926977835843777,14731.57,82.29927374301676,817.47,1.12
U1322,175,1,0.6859070410178156,0.08299252379211036,13819.89,78.9708,965.85,0.57
U1174,169,1,0.6856767809071002,0.12880698306272068,14619.82,86.50781065088758,850.91,0.59
U1183,160,7,0.6853308374618386,0.3994669536434574,10763.73,67.2733125,226.67,4.38
U1056,184,1,0.6849722591965338,0.2204581901974562,13569.76,73.74869565217391,786.33,0.54
U1148,166,2,0.6835016439759998,0.19605068985518959,15230.81,91.75186746987951,743.51,1.2
U1294,167,2,0.6834419165457046,0.12088413227700696,14180.76,84.91473053892216,872.42,1.2
U1192,169,3,0.6824338462279906,0.17484684034832484,15095.91,89.32491124260355,713.75,1.78
U1107,151,1,0.6822700772338977,0.22730565976515119,11722.17,77.63026490066225,683.67,0.66
U1228,169,2,0.680518329405464,0.09997004611889543,14509.36,85.85420118343195,879.14,1.18
U1149,159,1,0.6787670841832312,0.12842135342202265,13133.52,82.60075471698113,782.36,0.63
U1161,167,1,0.677798936687095,0.08693652870493977,13530.08,81.01844311377245,850.91,0.6
U1275,157,2,0.6772051937070418,0.14224556501497798,13092.59,83.39229299363058,731.22,1.27
U1033,177,1,0.6762366071062431,0.13677742966244835,13269.64,74.96971751412428,906.24,0.56
U1015,165,1,0.675671494203013,0.09986735717430023,12906.34,78.22024242424243,875.3,0.61
U1390,170,2,0.6752042182857436,0.11909928778759385,14430.14,84.88317647058823,899.91,1.18
U1324,175,3,0.675005372580083,0.1132637014256997,14062.58,80.3576,823.42,1.71
U1361,169,1,0.6744537612034399,0.0996453599736656,14342.619999999999,84.86757396449704,805.74,0.59
U1356,174,2,0.6730423168033106,0.09941325244613579,14537.53,83.54902298850575,829.98,1.15
U1246,173,2,0.6718585396516293,0.1107673681441558,13891.33,80.29670520231214,968.74,1.16
U1289,161,3,0.6687711613805829,0.15353703018832884,12413.26,77.10099378881988,852.36,1.86
U1231,177,1,0.6665704310058268,0.12848191890740454,14786.26,83.53819209039548,620.74,0.56
U1006,157,1,0.6633969290638793,0.1812243363178472,11826.34,75.32700636942675,540.78,0.64
U1134,171,2,0.6631207909953839,0.10020827469032655,13353.07,78.08812865497076,887.14,1.17
U1135,165,1,0.6628359551984054,0.1145214875186331,14086.12,85.37042424242425,745.62,0.61
U1367,161,2,0.6621790782016862,0.1322925218232484,13270.4,82.42484472049689,769.01,1.24
U1076,165,1,0.6600804625244145,0.1109830419439597,12712.0,77.04242424242425,813.29,0.61
U1279,167,2,0.660053626028427,0.12828517696261724,14278.85,85.50209580838323,781.85,1.2
U1114,171,1,0.6577788132048499,0.09692644183112077,14234.69,83.24380116959064,830.92,0.58
U1187,162,1,0.6575278146373836,0.1285315921201949,13350.13,82.40820987654321,682.47,0.62
U1395,167,1,0.6552588773189548,0.12253460577494411,12600.12,75.44982035928145,834.63,0.6
U1206,152,1,0.654912142967677,0.20530122688748711,12034.7,79.17565789473684,733.53,0.66
U1040,190,1,0.651553988382467,0.1948506967262479,14537.07,76.5108947368421,650.29,0.53
U1369,160,1,0.6503122205303865,0.12093411368367886,13094.67,81.8416875,736.88,0.62
U1399,158,1,0.6500010502481991,0.13244767793262832,12630.2,79.93797468354431,623.85,0.63
U1074,171,1,0.6497615338121439,0.1088050338271213,13000.12,76.02409356725147,836.88,0.58
U1108,167,1,0.6488888200881034,0.1309074881011369,12701.66,76.05784431137724,849.73,0.6
U1261,170,1,0.6485206442931762,0.09642120612770294,13013.19,76.54817647058823,804.86,0.59
U1078,165,1,0.6479398446265088,0.1657591613935758,12079.51,73.20915151515152,724.67,0.61
U1151,200,6,0.6459508577962081,0.30253456566310755,15892.9,79.4645,599.56,3.0
U1278,193,2,0.6439589977081727,0.21853896915914922,14969.64,77.56290155440414,612.56,1.04
U1383,168,1,0.6431820896905452,0.07944633045549293,13842.7,82.39702380952382,716.54,0.6
U1265,187,1,0.6431202864511915,0.17984914566637603,14572.53,77.92796791443851,658.24,0.53
U1357,173,1,0.6424361094090938,0.11192064343529559,13622.83,78.74468208092486,734.44,0.58
U1344,170,2,0.6419371417405553,0.10528219933921397,13067.79,76.86935294117647,670.12,1.18
U1041,167,2,0.641913601164336,0.10967591941617874,13875.07,83.08425149700598,755.78,1.2
U1238,166,1,0.6410838665327775,0.17649895131882182,12061.29,72.65837349397592,595.86,0.6
U1351,129,12,0.6400084109333775,0.5141661598565449,9507.0,73.69767441860465,194.67,9.3
U1271,178,2,0.6396342413964906,0.1942042837159094,15807.48,88.80606741573034,633.09,1.12
U1349,184,1,0.6393885405660049,0.16134244360907976,15145.72,82.3136956521739,661.09,0.54
U1309,168,1,0.6387749972275412,0.11080478429165475,13669.56,81.36642857142857,728.42,0.6
U1312,172,1,0.6374211475162105,0.13234052418612585,13617.8,79.17325581395349,757.48,0.58
U1008,178,2,0.6369320042661288,0.12384707425480146,13749.25,77.24297752808988,761.71,1.12
U1388,187,1,0.6365303072407815,0.15567930531685936,15103.75,80.7687165775401,637.95,0.53
U1005,152,2,0.6362935211925466,0.3022246314044432,11326.21,74.51453947368421,576.68,1.32
U1170,189,1,0.6347535796638577,0.2024975467917442,14199.87,75.1315873015873,733.46,0.53
U1292,169,2,0.6334662364485443,0.1639055965858892,12341.07,73.02408284023669,749.55,1.18
U1024,195,1,0.6329941972901838,0.2318046537378922,14907.38,76.44810256410256,512.46,0.51
U1051,165,1,0.6316622827199816,0.11399964738087826,12684.92,76.87830303030303,722.4,0.61
U1268,163,1,0.6307144285970058,0.15797012422710216,12458.65,76.43343558282209,641.12,0.61
U1104,164,1,0.6295329130585992,0.115307514042714,14254.76,86.91926829268293,710.84,0.61
U1241,191,1,0.6275640169522578,0.17536574728323076,14909.34,78.0593717277487,646.55,0.52
U1077,168,1,0.6236730003214809,0.08995997706183412,13726.66,81.70630952380952,804.06,0.6
U1140,163,1,0.6223929694938677,0.12486049177115037,13613.05,83.51564417177913,651.03,0.61
