tx_id,user_id,amount,anomaly_score
128942,U1290,1074.43,0.6622663880990156
150192,U1291,904.23,0.6614091217181928
107094,U1021,1055.86,0.6610427878418742
126792,U1321,1153.77,0.6602922381102739
112848,U1128,628.48,0.6596382634103155
166998,U1147,813.39,0.6596028996963872
153991,U1208,1150.65,0.65944028205054
129586,U1257,1300.54,0.6592534348247622
133238,U1368,1272.21,0.6587388713646923
149348,U1196,1336.24,0.658569454709716
113463,U1030,1118.25,0.6577637122168435
105393,U1252,150.58,0.6568283718592416
139164,U1251,1248.69,0.6567229692478548
102332,U1359,677.97,0.6566681820699269
120128,U1175,1050.58,0.6561238312843837
119045,U1019,854.9,0.6558509648267344
103521,U1201,1237.53,0.6547447302384989
159371,U1116,638.43,0.6545512139172937
150537,U1132,981.75,0.6536270416902378
160288,U1313,907.92,0.6536000983911859
105454,U1362,962.06,0.6529494990173876
105383,U1252,49.98,0.6515383035389761
115480,U1217,979.4,0.6514640744710944
105291,U1304,781.05,0.6513993556578002
164755,U1068,898.65,0.6511154038223821
105513,U1252,55.92,0.6509489729957798
119261,U1218,1030.17,0.6504492984138255
114733,U1131,1291.96,0.6499629105358522
160102,U1393,1222.25,0.649160868048928
105597,U1252,78.91,0.6491087881285933
155502,U1048,962.7,0.6488283118477454
111217,U1336,1119.57,0.6485090841838572
159160,U1316,1105.33,0.6483557648649437
165700,U1182,1207.21,0.6476451010560786
143896,U1335,1285.3,0.6472858681697369
155361,U1048,870.33,0.6464758500085307
162481,U1185,1154.16,0.6458676833374717
128724,U1175,1041.06,0.6452979207553393
148077,U1119,1203.1,0.6451039617466967
134291,U1165,596.49,0.6449770814723582
114899,U1138,721.7,0.6449740248188726
139155,U1325,1157.24,0.6448271025781721
151650,U1370,5.0,0.6440056231270059
138497,U1193,1109.81,0.643967130375308
153058,U1116,1124.78,0.6438366689062204
123698,U1286,1090.95,0.6431204996056147
149438,U1070,1043.1,0.6425640793762186
154245,U1314,1365.13,0.6425589268610205
143382,U1350,904.69,0.6423662992044217
163096,U1138,722.8,0.6421709789760734
148291,U1377,1415.7,0.6414997164701821
135397,U1021,1245.92,0.6414947561592694
133080,U1021,1107.51,0.6400847395155399
114275,U1062,1135.93,0.6397100140170267
160635,U1227,601.44,0.6387661869023402
123737,U1057,745.41,0.638393181061343
142414,U1360,828.66,0.6383478208209505
144612,U1332,214.48,0.6377891828413762
134085,U1178,1219.35,0.6360329063319083
164089,U1348,854.72,0.6353906042759013
124588,U1283,743.12,0.6352794412954249
162234,U1156,981.5,0.6351543171768399
123297,U1359,687.67,0.6348114216666348
108502,U1093,1086.88,0.6346354226884935
145906,U1182,1113.44,0.6344197857499766
104601,U1300,120.1,0.6343239242668819
132573,U1109,1072.66,0.6343197576237987
108856,U1160,716.64,0.6340209336738833
108767,U1370,683.83,0.6339633993216491
116938,U1053,1176.76,0.6338215934094596
116791,U1085,1079.31,0.6333244737977942
151621,U1173,8.6,0.6329168429016466
117966,U1173,5.0,0.6317509759122567
121063,U1296,1185.63,0.63116517910674
132197,U1197,774.79,0.6309328386395379
117874,U1173,126.57,0.6302842228764141
120590,U1397,1045.66,0.6299105382439667
104732,U1300,48.14,0.6298601683117369
124251,U1052,190.93,0.6292878681609035
104534,U1300,107.88,0.6290771583229698
127738,U1143,888.55,0.6284372184429959
124168,U1146,932.14,0.6280866228982067
151432,U1370,88.57,0.6268928359316016
149472,U1138,645.85,0.6263103999714128
161373,U1160,788.36,0.6260912999629472
122836,U1248,1012.89,0.6259000929499497
162042,U1371,17.62,0.6257398841121496
145008,U1019,617.29,0.6254772961177539
135475,U1305,902.02,0.6246200826542361
106032,U1122,1289.66,0.6244630479600686
113288,U1067,1137.66,0.624071313263734
116923,U1276,838.73,0.6239221643385019
163618,U1258,1190.07,0.6239163441837187
115440,U1212,1100.42,0.6233410302037359
104617,U1300,102.06,0.6231263394513807
109358,U1043,545.75,0.6229669899034062
123878,U1136,1009.73,0.6228221602743503
105071,U1300,77.56,0.6226696189188865
104520,U1300,83.77,0.6226155811668344
164462,U1273,906.19,0.6211153492508735
140611,U1190,1272.05,0.6210367607583708
104483,U1300,70.09,0.6207574376849798
150428,U1270,472.53,0.6204884904807678
140166,U1331,1037.57,0.6201161129759426
111004,U1363,876.59,0.6199966513212586
167220,U1250,1180.3,0.6198619645460025
124317,U1237,1056.02,0.6198551316388276
103080,U1227,574.51,0.6196284422503443
137903,U1136,981.1,0.6192274127721152
105906,U1001,1336.76,0.618914568642886
145150,U1043,702.52,0.6186893221009597
144478,U1049,1175.67,0.6179728184789066
109180,U1030,1146.92,0.6174434896453548
114064,U1045,1101.24,0.61742165836188
137471,U1070,933.29,0.6174053655429983
123724,U1116,871.39,0.6173857320436992
106708,U1308,420.11,0.6173033068686915
151326,U1173,51.22,0.6157980968291966
130035,U1263,1085.07,0.6136960789375636
149184,U1396,737.83,0.6131246026025664
109762,U1323,1182.26,0.6129714177772195
147430,U1350,908.92,0.6129526353020529
118180,U1173,82.89,0.6121345871374785
118772,U1249,857.83,0.6116397207807432
151489,U1173,75.44,0.6115585843474514
150636,U1009,1103.84,0.6109381904319166
135611,U1156,904.11,0.6108286104454411
141980,U1333,1090.98,0.6107983474787748
117223,U1338,700.08,0.6105265406226443
118365,U1173,68.26,0.6104071631760405
165331,U1195,679.18,0.6102911578786425
167158,U1371,112.81,0.6102177520615027
160193,U1350,811.59,0.609497880860418
161011,U1317,1134.75,0.6094877650925516
104805,U1123,969.59,0.6093447286924377
127017,U1109,1213.44,0.6088790152488408
126349,U1165,5.0,0.6086598816204206
162462,U1019,630.3,0.6085902491722266
160020,U1371,583.82,0.6084376274290703
102505,U1138,177.24,0.6084119493247659
151133,U1085,992.27,0.6082879821055164
130540,U1331,786.44,0.6081619492387118
102654,U1197,148.02,0.6080268957550252
156463,U1200,953.44,0.6076777683595271
113053,U1304,5.0,0.607534426575953
153720,U1079,1056.11,0.6074836695509409
138719,U1043,673.51,0.6074196283737794
100763,U1235,1260.06,0.6061756325782032
143655,U1089,1049.01,0.6061498988917341
141078,U1055,1072.31,0.6057835540681885
124263,U1213,1078.11,0.6053798583096298
144867,U1332,5.0,0.6052542041202807
112543,U1185,948.65,0.6045997279102278
101873,U1038,1166.87,0.6036912547223974
103699,U1086,591.64,0.603593050172492
154525,U1256,1045.37,0.6035686030760609
116865,U1054,811.04,0.6023572127323069
150419,U1173,385.78,0.6020780468893265
121502,U1165,502.39,0.6012856211711635
108498,U1002,1164.42,0.6010993100789828
149626,U1396,622.1,0.5998254063429838
167337,U1392,785.18,0.5993646291607417
146125,U1350,803.47,0.5992090836325019
136001,U1257,970.35,0.5989384977194048
144458,U1332,20.74,0.5984716831275749
157545,U1031,1024.33,0.5979644242491943
141047,U1373,559.37,0.5976084251812546
123726,U1338,731.96,0.5972431018783673
136957,U1305,744.15,0.5959990268018858
144608,U1332,59.02,0.5958339241849883
167490,U1218,811.81,0.5957713207015926
131824,U1156,775.91,0.5957405284952436
116578,U1382,1008.39,0.5956674469333973
147768,U1251,1000.2,0.5956013471626783
163402,U1374,461.93,0.5950973621186167
150851,U1359,597.68,0.5949707950237656
146458,U1132,990.83,0.5944216185186549
166351,U1331,779.88,0.5935318868491398
144574,U1284,591.34,0.5928925815608154
110878,U1252,179.09,0.5928601733366347
129738,U1299,992.03,0.5925502273499875
104537,U1222,807.86,0.5924848868214798
125983,U1165,140.78,0.5918797278380651
158740,U1004,642.56,0.5918571392969529
103379,U1072,928.15,0.5914810819755841
108650,U1191,1049.37,0.5914112694658759
147775,U1138,496.44,0.5909246448780809
102732,U1290,1081.38,0.5907018550862614
126149,U1165,56.28,0.5902144059136831
155548,U1036,957.78,0.5900260189680953
120632,U1126,835.95,0.5899869759897806
144479,U1332,84.09,0.5899198721025983
154252,U1059,829.92,0.5896563097862032
160633,U1133,1067.82,0.5892747001650444
148651,U1382,749.24,0.5886563500377056
133819,U1068,876.65,0.5885667154616389
123635,U1052,43.57,0.5883059789236207
138721,U1188,1123.2,0.58820360162892
144652,U1332,90.72,0.5879561579496473
113192,U1304,125.37,0.5877392978496423
112716,U1304,45.01,0.5873708945334188
164881,U1126,801.42,0.586954799023164
106472,U1188,1053.98,0.586832395042736
112794,U1304,116.97,0.586603987030874
112969,U1304,123.4,0.586603987030874
112074,U1343,969.24,0.5861809410827789
123992,U1052,58.34,0.5861038593290548
153701,U1287,1045.71,0.5860988109823566
151797,U1117,1023.83,0.5859638630755054
164524,U1372,1099.85,0.5852622869505929
124624,U1081,1137.36,0.5850515681762668
132047,U1093,747.61,0.5849205689891023
102192,U1138,126.29,0.5847225067133756
110329,U1032,828.52,0.5842507182381181
119093,U1227,162.45,0.5836593494671451
125249,U1374,569.57,0.583347803305752
123965,U1052,114.53,0.5831877302500923
121729,U1075,934.93,0.5831783027888505
107628,U1054,213.08,0.5830661915810883
141188,U1066,612.9,0.5829568579328911
112710,U1304,111.26,0.5826408068842177
163648,U1307,826.93,0.5821649502426932
112475,U1304,53.08,0.5815859185617451
123995,U1052,64.48,0.5814219711717062
103133,U1195,714.78,0.5811701885738765
165180,U1366,1050.35,0.5809566270533244
102820,U1197,48.44,0.5806608547983063
102284,U1197,100.23,0.5802040640509613
102570,U1197,61.12,0.5799109211894904
103537,U1213,1007.68,0.579630689216384
155550,U1075,860.18,0.5795167154427817
132020,U1160,575.22,0.5787018839740231
166676,U1232,963.38,0.5784974774157788
165260,U1177,914.19,0.57838769179923
120621,U1359,101.22,0.5777420046283195
100114,U1119,832.47,0.5773702123918518
120701,U1359,54.17,0.5770925352932224
167668,U1210,784.19,0.5770465712864253
149524,U1360,608.12,0.5768723709669425
132609,U1093,765.82,0.5765426385513328
161403,U1042,1081.2,0.5765392970099575
162209,U1276,879.51,0.576193483683795
124241,U1052,86.45,0.5760116412042832
118775,U1227,146.2,0.5758172984041898
113766,U1216,618.51,0.575584001247524
112913,U1304,61.01,0.5754134782849213
135317,U1121,939.99,0.5753456688913186
155981,U1197,154.9,0.5751834452701977
118801,U1053,824.74,0.5749840680871567
166608,U1391,562.88,0.5746065675023017
102424,U1197,85.84,0.5743330345065119
103491,U1314,1060.04,0.5743092896347723
121178,U1332,679.43,0.5741255711607656
157068,U1197,145.81,0.5738110251789426
129820,U1338,692.85,0.5735538167895431
110994,U1252,5.0,0.5723857698302875
110921,U1252,5.0,0.5723857698302875
102608,U1138,60.93,0.5723164195898621
137137,U1060,854.76,0.5715719832113249
160647,U1273,749.85,0.5711491454167819
110090,U1031,954.03,0.5710384661351127
102681,U1138,67.27,0.5708132005988245
121789,U1173,458.17,0.5705577827976801
107467,U1253,999.05,0.5703410036338261
142002,U1184,707.03,0.5702907547824964
120642,U1025,948.45,0.5698956791033851
139375,U1284,617.53,0.5690565648167131
152245,U1306,934.77,0.5686213286213209
156766,U1252,404.43,0.5685612088725015
159798,U1171,778.58,0.5685224029742711
117144,U1164,507.52,0.5678304159535266
159541,U1116,290.48,0.5677445467641737
156936,U1374,518.98,0.5675389118581007
113297,U1348,607.18,0.5672015387408736
110648,U1179,411.09,0.5666439054648373
143809,U1346,1002.12,0.5663572763376403
134688,U1061,989.6,0.5659169429490446
103369,U1054,794.36,0.5657375089248122
137646,U1307,870.13,0.5654269833732162
105898,U1243,985.29,0.565040687606807
129490,U1125,840.6,0.5644127599371228
135911,U1085,746.91,0.5642326119572206
123759,U1334,756.49,0.5639596292407429
122199,U1374,172.19,0.5639069241343669
120380,U1222,832.48,0.5638446092869742
128710,U1284,5.0,0.5638372142209835
123982,U1113,811.87,0.5636778784630926
115130,U1080,595.1,0.5633034852332883
112450,U1089,950.6,0.5631169299393444
123689,U1264,999.87,0.5630547734900552
156759,U1197,5.0,0.5630112827185357
156964,U1197,5.0,0.5630112827185357
125482,U1003,981.93,0.5627532893879112
111689,U1374,469.53,0.5625657300830157
105129,U1046,784.4,0.5624395979278319
123885,U1045,1086.22,0.5622242518725169
149337,U1044,1039.14,0.5617338497197055
113725,U1286,737.86,0.5617177115186707
113883,U1036,913.73,0.5617128833494619
153492,U1064,802.61,0.5612298994858809
104676,U1379,937.22,0.5607801061501222
154842,U1173,172.51,0.5605583753978165
161208,U1336,842.36,0.5604835990043187
156269,U1197,122.58,0.5603247099343234
162146,U1252,5.0,0.5591797120289799
116635,U1276,474.51,0.5584687889884977
138679,U1224,242.8,0.5566575665121057
118634,U1227,123.83,0.556329549665169
160823,U1016,544.11,0.5562056304501102
109570,U1227,132.0,0.5554403651286385
155117,U1377,981.35,0.5551921084025336
128451,U1337,777.25,0.5551009262374155
106318,U1091,815.72,0.5549234913684233
122676,U1087,942.11,0.5548457470090756
128685,U1284,36.18,0.554735371375399
119029,U1227,105.51,0.5547242123749266
142627,U1243,905.43,0.5544316144832517
131884,U1000,678.35,0.5544011745250429
119118,U1227,94.79,0.5542002275359901
119105,U1227,112.58,0.5536112315562433
148812,U1004,658.93,0.5533648489656972
109968,U1227,114.49,0.5533143041656761
163519,U1066,726.46,0.5530584846278525
150357,U1281,1026.43,0.5530160905303487
149697,U1328,1018.12,0.5520977953395121
163277,U1099,997.47,0.5520200390696535
126376,U1239,691.34,0.551966090929509
128431,U1249,861.68,0.5514897221433224
141542,U1103,871.15,0.5507013549715556
129276,U1284,56.92,0.5505316460536449
147561,U1025,630.82,0.550459749731791
108462,U1235,804.1,0.5499735583064098
123552,U1064,787.14,0.5498969523966069
117382,U1317,957.27,0.5490109404171409
117345,U1176,1027.05,0.5487694601359355
116359,U1012,892.36,0.5479758084903834
127631,U1132,157.99,0.5476131732839054
108225,U1054,160.79,0.5474517672089866
152329,U1362,658.37,0.5470947494904863
156872,U1197,40.85,0.5469912738780902
133836,U1160,162.55,0.5469883051385845
161860,U1194,916.85,0.5465304173087534
111492,U1252,59.23,0.5463117009796624
143440,U1079,899.17,0.5461205715794797
141803,U1080,705.3,0.5458657444896152
122318,U1360,631.25,0.5457472711643184
115187,U1054,694.68,0.5453563180168995
116884,U1364,768.66,0.5451600890028784
144540,U1155,795.12,0.5450766033684089
122111,U1216,661.34,0.5448033382775155
120403,U1219,707.53,0.544801072543848
111370,U1252,81.57,0.5447471094369998
124603,U1162,824.45,0.5445552609254346
133190,U1168,926.73,0.5443669649525477
111380,U1252,64.85,0.5440978679968693
155913,U1197,100.53,0.5438071291905614
123303,U1113,750.89,0.5436112658403198
126213,U1341,950.05,0.5433850475485756
153044,U1227,12.1,0.5432409752342509
102669,U1072,783.77,0.5428238227684907
127373,U1259,671.39,0.5425878842060248
113523,U1030,403.54,0.54240786593409
111297,U1252,89.75,0.5421624422796602
122612,U1374,5.0,0.5420798580582675
122343,U1374,5.0,0.5420798580582675
142828,U1256,828.84,0.5413975749238333
110832,U1198,901.93,0.5412374759590258
125495,U1123,796.38,0.5409298116651244
110979,U1285,976.74,0.5401877099022696
156213,U1197,52.84,0.5398225292778047
159652,U1277,621.85,0.5395984725538883
162173,U1252,26.66,0.5374985442688688
134466,U1160,5.0,0.5370835482487418
157403,U1111,668.28,0.5369083003604277
107446,U1021,307.84,0.5366967639221465
115243,U1380,433.65,0.5365446894723418
118091,U1165,22.63,0.5362044523093458
144932,U1254,614.76,0.5361074608536525
108171,U1054,135.95,0.5360623502271568
116998,U1202,813.51,0.5346986921223782
163677,U1352,934.34,0.5345583247445319
134031,U1229,857.03,0.5345165435908573
127106,U1154,824.87,0.5344793987067484
115679,U1027,652.16,0.5342659568129743
131434,U1374,17.47,0.53402860871928
107989,U1054,29.91,0.5336553554572422
126721,U1373,5.0,0.5336426586510103
145484,U1359,149.18,0.5335372298698305
122415,U1374,133.06,0.5334209857614914
149725,U1163,163.69,0.5332610857132948
147507,U1025,531.55,0.5330445496450662
142849,U1227,148.38,0.5326910841562705
100948,U1352,920.5,0.532641567371643
165745,U1264,835.69,0.5325277345388251
163436,U1210,943.68,0.5323953838066248
140628,U1259,803.46,0.5321646072268914
145300,U1359,5.0,0.531892113897357
116959,U1259,645.86,0.531346703889953
107938,U1054,129.8,0.5311539219542111
116971,U1043,569.67,0.5303218587489009
151552,U1221,835.14,0.5301617531550168
141377,U1059,604.66,0.5300329330368674
107984,U1054,37.18,0.5298943798825515
145126,U1257,604.46,0.5298628785995164
107141,U1250,844.47,0.5296529164059487
105910,U1218,681.45,0.5294019637799483
102409,U1397,859.83,0.5293173547655169
153032,U1227,29.13,0.5292295303028774
158801,U1230,613.37,0.5288572891600887
144303,U1364,799.42,0.5287650297942177
134735,U1166,676.01,0.5285698259474962
140532,U1293,793.88,0.5284577729306621
134366,U1160,40.27,0.5280579624350571
133983,U1102,843.63,0.5277662573361204
163407,U1397,818.77,0.5277439808570048
133008,U1124,841.49,0.5273722998815866
134653,U1035,621.38,0.5271461042100803
127943,U1132,46.6,0.5269903903063822
101217,U1014,841.45,0.5267827615587511
151557,U1306,179.7,0.5264103672024932
127128,U1373,111.44,0.5264038654485436
154248,U1173,136.89,0.5260968534994259
101888,U1048,856.69,0.526047299711901
142098,U1327,610.85,0.5257488479918832
116438,U1084,819.13,0.5253340186191198
118562,U1291,699.16,0.5251480905298479
127280,U1132,54.56,0.5251274357831134
100971,U1221,872.18,0.5247604977120033
114062,U1158,946.27,0.5246713092485302
127379,U1132,99.42,0.5245783920057231
140983,U1119,638.55,0.5245555720489803
114130,U1173,93.37,0.5244448172979851
127861,U1132,86.15,0.5241579700628524
127858,U1132,90.59,0.5241579700628524
141571,U1345,662.72,0.5236471272696991
133804,U1160,118.28,0.5235348992818813
126641,U1123,639.32,0.5233729435335865
163504,U1093,34.69,0.5232064088899583
134153,U1160,70.92,0.5229475324974866
156944,U1034,817.47,0.5229379714978517
145092,U1218,676.58,0.5228379480356098
114484,U1316,813.38,0.5224672122181415
152747,U1227,42.31,0.5222626404705415
143867,U1322,965.85,0.5222423884085697
108052,U1054,105.95,0.5221809972873075
140307,U1174,850.91,0.5220121282978543
136031,U1183,186.83,0.5216661848525928
101718,U1016,540.85,0.5215006651296122
146711,U1126,676.81,0.5214218664605751
155585,U1056,786.33,0.5213076065872879
155213,U1270,878.81,0.5212567702584657
133899,U1381,714.4,0.5212442604927571
146309,U1027,778.5,0.5210551013178502
148895,U1348,17.77,0.5206272954470773
163178,U1093,109.69,0.5205996597010816
157335,U1290,475.84,0.5205909945562766
126783,U1201,774.51,0.5203323155215622
139382,U1148,743.51,0.5198369913667539
153117,U1294,872.42,0.5197772639364587
113627,U1396,783.75,0.5195844475346144
133785,U1160,94.78,0.5191373065741236
152867,U1227,54.66,0.5189241166881673
154582,U1036,771.45,0.5188792296687117
145274,U1359,118.84,0.5187791216938338
123373,U1192,713.75,0.5187691936187447
153115,U1227,59.06,0.5186652695140456
152882,U1227,58.89,0.5186652695140456
113477,U1107,683.67,0.5186054246246519
163089,U1379,638.92,0.5186001098184698
154173,U1173,113.29,0.5182678804223437
158371,U1080,603.71,0.5180172069385564
107248,U1338,579.23,0.5178963499656085
147585,U1252,157.45,0.517865741721138
158503,U1227,176.88,0.5177088742485311
127306,U1153,44.58,0.5176405147057327
133884,U1160,99.12,0.5175042157672499
133831,U1160,76.33,0.5174974677522277
163307,U1093,101.9,0.5173562895787422
161688,U1217,5.0,0.517316466022063
129805,U1228,802.41,0.5168536767962181
122191,U1374,106.49,0.5167862118788904
143498,U1237,729.0,0.5163329597468349
127023,U1373,43.52,0.516054707304012
107547,U1054,86.29,0.5159691096953294
132139,U1374,74.51,0.5158447885825744
149764,U1227,68.17,0.5157513611187363
149755,U1163,5.0,0.515631496246946
165954,U1121,800.82,0.5154463899203787
105767,U1149,782.36,0.5151024315739853
148636,U1348,71.42,0.5146813486004792
119782,U1350,514.96,0.5145932373793407
110683,U1374,32.64,0.514317601671661
164793,U1161,850.91,0.5141342840778491
153061,U1227,104.32,0.5139638277306057
148092,U1252,18.45,0.5136177205498235
147788,U1252,15.61,0.5136177205498235
163182,U1093,91.04,0.5135583835841213
140293,U1275,693.66,0.5135405410977959
107323,U1308,174.75,0.5131822793611678
147440,U1136,656.12,0.5128869426261321
142950,U1033,906.24,0.5125719544969972
131757,U1015,875.3,0.5120068415937671
154435,U1173,47.97,0.5119103976246384
167515,U1228,879.14,0.5118348342981675
117588,U1390,899.91,0.5115395656764977
143299,U1227,129.69,0.5115159380215734
148195,U1348,97.3,0.5113768397743044
106280,U1324,823.42,0.5113407199708371
133963,U1308,843.27,0.511177274645989
151798,U1306,150.47,0.510954794259635
154513,U1173,51.32,0.5108263742499016
147532,U1066,605.81,0.5107987042195256
107480,U1361,805.74,0.510789108594194
148325,U1348,89.25,0.5101608542260095
110787,U1160,485.86,0.5094884367814959
136310,U1356,829.98,0.5093776641940647
110070,U1304,5.0,0.508888060259792
110076,U1304,5.0,0.508888060259792
110296,U1304,6.1,0.508888060259792
164298,U1246,968.74,0.5081938870423834
151513,U1160,47.92,0.5081290765401439
162707,U1253,677.02,0.5079633763258731
137256,U1179,713.99,0.5076345352699333
151612,U1160,51.06,0.507588252152056
105909,U1374,47.25,0.507530941088037
122399,U1374,86.1,0.5072391783021598
122535,U1374,85.6,0.5072391783021598
158731,U1196,749.63,0.5070499310410668
109682,U1202,656.86,0.5069437419847203
105399,U1374,53.58,0.5069417996686139
110356,U1304,19.07,0.5063410310488053
119250,U1275,731.22,0.5063216988639516
142677,U1227,40.1,0.5061293754816859
126833,U1284,160.51,0.5058955491324014
136513,U1284,477.37,0.5057561390515974
127747,U1224,573.52,0.5056284486648239
103547,U1289,852.36,0.505106508771337
116691,U1215,568.97,0.5046605545977912
142910,U1227,47.3,0.504442426681059
166389,U1392,5.0,0.5042311545893573
123707,U1138,369.29,0.5034370142713431
118234,U1253,718.26,0.5032714392518682
110300,U1200,635.26,0.5032472026936624
131526,U1231,620.74,0.5029057783965809
154243,U1173,69.33,0.5028302374875343
150121,U1062,166.42,0.5026213654171197
144813,U1277,529.97,0.5025034492743479
159844,U1227,15.35,0.5023240557873477
105716,U1178,809.68,0.5022684170830994
151805,U1160,97.45,0.5021540751104748
110550,U1374,60.95,0.502107139046635
103588,U1173,297.59,0.5019950126923145
139663,U1227,5.0,0.5019213572254866
143088,U1227,109.0,0.5017863371404685
151345,U1160,93.21,0.5015635759979884
145749,U1359,85.74,0.5014089449877455
120728,U1368,753.65,0.5011335215766998
110502,U1007,132.77,0.5010474875633592
115977,U1038,819.92,0.5008534442737744
150389,U1173,5.0,0.5008184942293122
111589,U1102,355.76,0.4999846742359163
148137,U1006,540.78,0.49973227645463336
107825,U1134,887.14,0.499456138386138
151144,U1132,260.77,0.49925698260971363
164054,U1043,492.09,0.4992350175632812
137023,U1135,745.62,0.4991713025891596
110696,U1374,86.62,0.4990626393046209
158535,U1079,785.73,0.4986514823753188
109500,U1367,769.01,0.4985144255924403
139553,U1227,155.08,0.4984718937111631
123388,U1286,439.74,0.4983631326233284
143267,U1227,90.06,0.498303563094841
